idiom,meaning,response,similarity_score
Put the Genie Back in the Bottle, Try to suppress something that has already been revealed or done,Unscramble the situation.,0.5976843380176564
Put the Pedal to the Metal, Drive as fast as possible,To accelerate to maximum speed.,0.7628430189584297
Put Up with (Something)," Tolerate, accept",Tolerate.,0.8893476488846283
Put Words Into Someone�s Mouth, Attributing an opinion to someone who has never stated that opinion,To quote or attribute words to someone that they did not say.,0.6837770879025984
Put Your Foot Down, Use your authority to stop negative behavior,To set boundaries or limits.,0.6027424729598573
Put Your Foot In Your Mouth, Say something that you immediately regret,Say something foolish.,0.6578446126848392
Put Your Money Where Your Mouth Is, Back up your opinions with a financial commitment,"To put your money where your mouth is means to take action on something you claim or promise, rather than just talking about it.",0.6211343889839545
Quake In One�s Boots, To be very frightened,To be terrified or intimidated.,0.8564429485062097
Quarter Past, Fifteen minutes after the hour,A quarter past is equivalent to 15 minutes past.,0.7167457184425043
Quarter To/Of, Fifteen minutes before the hour,"""Quarter to/of"" is an idiom that translates to ""almost"" or ""just before"".",0.5506269970687863
Queer the Pitch, Interfere with someone’s plans; make something more difficult,To throw a spanner in the works.,0.5764017530764154
Quick as a Flash, Very fast,Very speedy.,0.8922754888427797
Quick-and-Dirty," Approximate, hastily done",Rough-around-the-edges.,0.5604443332486799
Quote Unquote," Ironically speaking; suggesting that if a phrase were written out, it would be in quotation marks to convey sarcasm","""Quote Unquote"" translates to ""word for word"".",0.6171727174679745
Race Against Time," To rush to meet a deadline, to be forced to do something very quickly",To act quickly before it's too late.,0.6861432556173059
Rain Cats And Dogs, Rain heavily,It's raining heavily.,0.8966507989734793
Rain Cats and Dogs, Rain very heavily,It's raining heavily.,0.8713278666765648
Rain on Someone�s Parade, Spoil someone’s plans,Spoil someone's plans or enjoyment.,0.8722818673688797
Raise (Someone�s) Hackles, Make someone angry and defensive,To offend or annoy someone deeply.,0.7185675417202455
Raise One�s Voice, Talk loudly,Speak out against injustice.,0.4711866172782953
Raise Red Flags, Warn of trouble ahead,Trigger Alarm Bells,0.47827418173751723
Raise the Bar, Increase standards in a certain competition or area of endeavor,Set higher standards.,0.7630831660267732
Raise the Roof, Make a great deal of noise (said of a crowd),Party wildly.,0.5698475573962286
Rake (Someone) Over the Coals, To scold someone severely,To scold or criticize someone severely.,0.914324584873265
Rake Over the Ashes, Restart a settled argument; examine a failure,To stir up trouble or controversy that has already been settled.,0.6425059937525281
Rake Someone Over the Coals, Scold severely,Scold severely.,0.9811331958834466
Rank and File, The ordinary members of an organization,"The rank-and-file refers to ordinary members of an organization, as opposed to its leaders.",0.7512006994913218
Read Between the Lines, Perceive what is not explicitly stated,Understand what is implied but not explicitly stated.,0.8441568894925415
Read the Tea Leaves, Predict the future from small signs,To predict the future or understand a situation by interpreting subtle signs or clues.,0.8145396767883596
Rear Its Ugly Head (said of a problem or something unpleasant)," Appear, be revealed",Surface again.,0.46129235875948393
Rearrange the Deck Chairs on the Titanic, Taking superficial actions while ignoring a much larger and perhaps fatal problem,Futilely attempt to improve a situation that is doomed to fail.,0.6813209526202952
Red Flag, A warning; a sign of trouble ahead,Warning sign.,0.7936788405834565
Red Herring, A misleading clue; something intended to mislead,A misleading clue that diverts attention away from the true issue.,0.9044224196891592
Red Meat, Political appeals designed to excite one’s core supporters; demagoguery,"A juicy one!

The idiomatic translation of ""Red Meat"" is:

""A juicy scandal or controversy that can be exploited for political gain.""",0.5343337832551199
Red Tape, Bureaucracy; difficult bureaucratic or governmental requirements,Bureaucratic delays.,0.6927383109614986
Red-Light District, A neighborhood with many houses of prostitution,"The Red-Light District translates to ""Area of Prostitution"" in English.",0.7149577415829856
Reinvent the Wheel, Devise a solution to a problem for which a solution already exists,"To start from scratch, doing something that has already been done.",0.6254397851176418
Riding High, Enjoying success,On Cloud Nine,0.37804897405760607
Right as Rain, Absolutely correct,Perfectly all right.,0.643231068417145
Right Under (One�s) Nose," In an obvious location, yet overlooked",In plain sight.,0.7080453617553614
Right-Hand Man, Chief assistant,Second-in-command.,0.5336927132563536
Right-Hand Man, Chief assistant,Second-in-command.,0.5336927132563536
Ring a Bell, Sound familiar,To sound familiar.,0.8894963925059141
Ring a Bell, When something seems familiar,To sound familiar.,0.787688525710284
Rob Peter to Pay Paul, Pay off a debt with another loan; solve a problem in such a way that it leads to a new problem,To borrow money from one person in order to pay another.,0.7064404710991903
Rob the Cradle, To be sexually or romantically involved with someone who is very young,To steal someone else's thunder.,0.5009691645941863
Rob the Cradle, To be sexually or romantically involved with someone who is very young,To steal someone else's thunder.,0.5009691645941863
Rock Bottom, An absolute low point,The bottom of one's fortunes or situation.,0.5583285386116632
Rock the Boat, Cause a disruption in a group. Often used in the negative; don’t rock the boat.,Stir up trouble.,0.6280084900917423
Roll the Dice On, Take a risk,To take a risk.,0.9647286947444538
Roll With the Punches, Deal with problems by being flexible,To adapt to changing circumstances.,0.678920773878513
Rome Wasn�t Built in a Day, Complex projects take time,"The most concise and accurate translation of this idiom is:

""Great things take time.""",0.6254122599118387
Rookie Mistake, An error made by an inexperienced person,Novice error.,0.8731995583387199
Rotten to the Core, Entirely evil,Decayed from within.,0.47521253163931076
Rub (Something) in Someone�s Face, Humiliate someone by repeating and criticizing his or her mistake,To gloat over someone's misfortune.,0.6352908128233563
Rub It In, Say something that makes someone feel even worse about a mistake,To gloat.,0.5850945755460747
Rub Someone�s Nose in (Something), Humiliate someone by repeating and criticizing his or her mistake,To humiliate someone by reminding them of their past mistakes or failures.,0.8551709867064439
Rubber-Stamp (v.)," Approve something without consideration, as a formality",To approve or accept something without question or criticism.,0.8346890094672961
Rule of Thumb," A general principle or guideline, not a specific formula",A rough guide or estimate.,0.5293437040907253
Run a Tight Ship," Manage an organization in a strict, well-regulated way",Manage things efficiently.,0.6621514333917649
Run in the Family, Be inherited (as a trait) by multiple members of a family,"This idiom translates to:

""Be hereditary.""",0.7092064066540993
Run in the Family, To be a common family characteristic,"This idiom translates to:

""Be hereditary.""",0.5858123782706317
Run into a Buzz, Saw Encounter severe and unexpected problems,"""Hit a brick wall""",0.4983019479579025
Run into a Buzz, Saw Encounter severe and unexpected problems,"""Hit a brick wall""",0.4983019479579025
Run off at the Mouth," Talk a lot about unimportant things, talk incoherently",Talk excessively and foolishly.,0.7624097866476838
Run on Fumes, To be in a situation where one’s energy or resources is almost exhausted,"To be running on fumes.

Translation: To be extremely tired or exhausted.",0.7300763264130259
Run Out of Steam," Lose momentum, become tired",To lose one's energy or motivation.,0.7633956132383461
Run the Table, Win every game or contest,To win all the games or matches in a series.,0.8274715921424285
